iter	Logloss
91	0.000543490	0.092	0.0005346991	0.093	0.0005259492	0.094	0.0005167493	0.095	0.0005024094	0.09696	0.0004216530497	97	0.0004160723598	98	0.0004103843199	99	0.00040530800100100	0.00040043013100101	0.00039572720101102	0.00039166669102103	0.00038695010103104	0.00038189736104105	0.00038059045105106	0.00037627990106107	0.0003718768010108	0.00036746747710109	0.0003108	0.0010110	0.0003109	0.0011111	0.0003110	0.0011112	0.0003111	0.0011113	0.000112	0.00011114	0.000113	0.00011115	0.000114	0.00011116	0.000115	0.00011117	0.00116	0.000111118	0.00117	0.00012119	0.000118	0.00012120	0.000119	0.00012121	0.000120	0.00012122	0.000121	0.00012123	0.00122	0.000123124	0.00123	0.000122125	0.00124	0.000121126	0.00030152735612127	0.00126	0.000112128	0.00127	0.000112129	0.00128	0.000112130	0.00129	0.000113131	0.00130	0.000113132	0.00028702924613133	0.00028479571113134	0.00028200504613135	0.000279354626135	0.0001772599295
13137	0.00027483003813138	0.000272579466138	0.0001726273323
139	0.0001713018244
14141	0.00026583075141142	0.00026468607142	0.0001654288173
143144	0.00025941145144	0.0001632441829
145	0.0001622122402
146	0.0001601119215
147	0.0001595972603
148	0.0001583503187
149	0.0001572767148
150	0.0001562664534
151	0.0001552910482
152	0.0001544745018
153	0.0001535718391
154	0.0001525421441
155	0.0001506607359
156	0.0001496645684
157	0.0001488351325
158	0.0001481516411
159	0.0001470326756
160	0.0001443637411
161	0.0001431199163
162	0.0001414311677
163	0.00014015610016164	0.0001383420452
165	0.0001374744624
166	0.0001365329698
167	0.0001356640706
168	0.0001345638682
169	0.0001329246784
170	0.0001327187568
171	0.0001318580657
172	0.0001315846543
173	0.000131352519
174	0.000130488649
175	0.0001299988478
176	0.000128999427
177	0.0001286595191
178	0.0001282677551
179	0.000127364099
180	0.0001266239583
181	0.0001258514449
182	0.000125718601
183	0.0001249134913
184	0.0001242710898
185	0.00012410786
186	0.000122842441
187	0.0001219200715
188	0.000120224307
189	0.0001183908929
190	0.0001174968978
191	0.0001171573003
192	0.0001165087149
193	0.0001158658291
194	0.0001156220337
195	0.0001151254649
196	0.0001147034888
197	0.0001143604765
198	0.0001141434039
199	0.0001135427008
200	0.0001133944963
201	0.0001125661408
202	0.0001113006224
203	0.0001106398304
204	0.0001103416085
205	0.0001102113475
206	0.0001094101494
207	0.000109281987
208	0.0001089237879
209	0.0001084070404
210	0.0001078082621
211	0.0001072243353
212	0.0001066177711
213	0.0001060094684
214	0.0001054187616
215	0.0001049685851
216	0.0001044333229
217	0.0001040022634
218	0.0001033351943
219	0.0001021859981
220	0.0001019017026
221	0.0001016260125
222	0.0001010666167
223	0.0001008857911
224	0.0001004057378
225	9.994870052e-05
226	9.917403261e-05
227	9.793662777e-05
228	9.757744769e-05
229	9.715446581e-05
230	9.703379745e-05
231	9.61771297e-05
232	9.591490651e-05
233	9.578756367e-05
234	9.539816529e-05
235	9.480393181e-05
236	9.419007848e-05
237	9.381869187e-05
238	9.335057189e-05
239	9.292191515e-05
240	9.268029282e-05
241	9.228626887e-05
242	9.107772882e-05
243	9.074095016e-05
244	9.009197354e-05
245	8.984703571e-05
246	8.919001867e-05
247	8.882583429e-05
248	8.846018463e-05
249	8.807857831e-05
250	8.775268992e-05
251	8.742307623e-05
252	8.709854136e-05
253	8.625971774e-05
254	8.562275519e-05
255	8.53993992e-05
256	8.517147973e-05
257	8.48499313e-05
258	8.461672192e-05
259	8.438943575e-05
260	8.415840566e-05
261	8.381614462e-05
262	8.375315617e-05
263	8.353063216e-05
264	8.317079395e-05
265	8.271423479e-05
266	8.255343884e-05
267	8.24617967e-05
268	8.15027828e-05
269	8.140392601e-05
270	8.052856972e-05
271	8.045231923e-05
272	8.013824622e-05
273	7.989041507e-05
274	7.939911137e-05
275	7.92193537e-05
276	7.87775591e-05
277	7.797867681e-05
278	7.789616163e-05
279	7.75020197e-05
280	7.710779086e-05
281	7.677596062e-05
282	7.637728627e-05
283	7.590656479e-05
284	7.555763548e-05
285	7.51463448e-05
286	7.455804075e-05
287	7.425118238e-05
288	7.392056286e-05
289	7.358372211e-05
290	7.330305253e-05
291	7.29620705e-05
292	7.256023586e-05
293	7.24294	0.000119294	7.22295	0.000119295	7.204197347e-05
296	7.16297	0.000118297	7.13298	0.000117298	7.10299	0.00011299	7.049300	0.00011300	7.031301	0.00011301	7.001302	0.00011302	6.94303	0.000114303	6.94304	0.000114304	6.91305	0.000114305	6.88306	0.000114306	6.86307	0.000113307	6.83308	0.0001134929309
309	0.000113309	6.79310	0.000112310	6.76311	0.000112311	6.74312	0.0001120850444
313	0.000111313	6.70314	0.0001113571102
315	0.000110943988
316	0.0001106946543
317	0.0001096545408
318	0.0001092811177
319	0.0001089523733
320	0.0001087130358
321	0.0001082124064
322	0.0001080010707
323	0.0001077839732
324	0.0001073690876
325	0.0001070668548
326	0.0001068366691
327	0.0001065059255
328	0.0001061370472
329	0.0001059266925
330	0.0001057433213
331	0.0001053342472
332	0.0001050252095
333	0.0001046582684
334	0.0001043460891
335	0.0001040741491
336	0.0001038415233
337	0.0001036411089
338	0.0001034761531
339	0.0001030909332
340	0.000102837303
341	0.0001018833369
342	0.0001016939928
343	0.0001014342904
344	0.0001011578801
345	0.0001007952293
346	0.0001005207623
347	0.0001001409814
348	9.98265855e-05
349	9.965114916e-05
350	9.939820816e-05
351	9.915565451e-05
352	9.878077855e-05
353	9.861398488e-05
354	9.82076178e-05
355	9.795609241e-05
356	9.769120564e-05
357	9.752467275e-05
358	9.725287557e-05
359	9.708308304e-05
360	9.675459315e-05
361	9.650440887e-05
362	9.627154097e-05
363	9.538563589e-05
364	9.517437468e-05
365	9.494963412e-05
366	9.4640553e-05
367	9.4473244e-05
368	9.425888459e-05
369	9.346462786e-05
370	9.322043508e-05
371	9.294229249e-05
372	9.271701798e-05
373	9.252609685e-05
374	9.219367678e-05
375	9.205564857e-05
376	9.184092283e-05
377	9.155225009e-05
378	9.131106238e-05
379	9.110432118e-05
380	9.088411306e-05
381	9.06611296e-05
382	9.048666805e-05
383	9.028070296e-05
384	9.010139853e-05
385	8.988838643e-05
386	8.976140991e-05
387	8.963235964e-05
388	8.921898901e-05
389	8.907131851e-05
390	8.894452204e-05
391	8.867961665e-05
392	8.840018262e-05
393	8.827743431e-05
394	8.806996047e-05
395	8.78679504e-05
396	8.76597936e-05
397	8.751394848e-05
398	8.731134236e-05
399	8.714697013e-05
400	8.685883135e-05
401	8.664599309e-05
402	8.613362287e-05
403	8.59949862e-05
404	8.582469076e-05
405	8.553132415e-05
406	8.533211425e-05
407	8.512148013e-05
408	8.498524626e-05
409	8.4799410	7.7868410	8.4485411	7.7743411	8.4314412	7.7415412	8.4065413	7.7367413	8.3812414	7.7162414	8.3626415	7.6965415	8.3380416	7.6916416	8.3219417	7.6819417	8.3021418	7.6710418	8.288419	7.65214419	8.263420	7.6417420	8.2483421	7.633421	8.22705422	7.61422	8.211642423	7.59423	8.196089424	7.56424	8.173794425	7.54425	8.157891426	7.51426	8.137928427	7.50427	8.111371428	7.488166913e-05
429	7.464106505e-05
430	7.460268835e-05
431	7.444125911e-05
432	7.432481895e-05
433	7.419050982e-05
434	7.414809739e-05
435	7.405345639e-05
436	7.387913764e-05
437	7.374939819e-05
438	7.361446818e-05
439	7.350432376e-05
440	7.329976807e-05
441	7.317095995e-05
442	7.305474952e-05
443	7.284955432e-05
444	7.238443941e-05
445	7.218720391e-05
446	7.203849653e-05
447	7.189291219e-05
448	7.173735648e-05
449	7.15699171e-05
450	7.140115524e-05
451	7.117851327e-05
452	7.109951228e-05
453	7.103561113e-05
454	7.072752963e-05
455	7.060152789e-05
456	7.047643885e-05
457	7.028608893e-05
458	7.013743122e-05
459	7.00459	7.421339460	6.99460	7.409038461	6.98461	7.393795462	6.95462	7.37799463	6.931463	7.36895464	6.924464	7.27357465	6.907465	7.25659466	6.892466	7.24422467	6.874467	7.22072468	6.859468	7.20255469	6.848469	7.18754470	6.838470	7.17752471	6.829471	7.16187472	6.803472	7.14486473	6.786473	7.12464474	6.770474	7.11039475	6.761475	7.09731476	6.750476	7.08130477	6.734477	7.07331478	6.64983876e-05
479	6.634979819e-05
480	6.625101591e-05
481	6.58320263e-05
482	6.573452304e-05
483	6.563947846e-05
484	6.5555498e-05
485	6.540464858e-05
486	6.526088963e-05
487	6.512171899e-05
488	6.49658218e-05
489	6.479852522e-05
490	6.472617388e-05
491	6.466966122e-05
492	6.409375618e-05
493	6.400381525e-05
494	6.390246252e-05
495	6.380649284e-05
496	6.371572614e-05
497	6.359723707e-05
498	6.347063929e-05
499	6.34044533e-05
500	6.318048884e-05
501	6.310149406e-05
502	6.295833116e-05
503	6.220692148e-05
504	6.214653452e-05
505	6.20134299e-05
506	6.191708148e-05
507	6.183179095e-05
508	6.173958381e-05
509	6.165526807e-05
510	6.143293033e-05
511	6.137736142e-05
512	6.13191848e-05
513	6.121154875e-05
514	6.1095537e-05
515	6.101024648e-05
516	6.092565755e-05
517	6.05743068e-05
518	6.049349904e-05
519	6.019044667e-05
520	6.01428623e-05
521	5.994959424e-05
522	5.982031425e-05
523	5.976659556e-05
524	5.963210637e-05
525	5.957869192e-05
526	5.949499086e-05
527	5.938445528e-05
528	5.927367136e-05
529	5.921874816e-05
530	5.90948388e-05
531	5.904243638e-05
532	5.89028808e-05
533	5.882615844e-05
534	5.869276822e-05
535	5.860928446e-05
536	5.848970264e-05
537	5.842742821e-05
538	5.83065177e-05
539	5.818710973e-05
540	5.805620303e-05
541	5.798755834e-05
542	5.733542144e-05
543	5.721063664e-05
544	5.716769646e-05
545	5.710324893e-05
546	5.703344941e-05
547	5.698716889e-05
548	5.68829601e-05
549	5.677020177e-05
550	5.66587535e-05
551	5.654966459e-05
552	5.63756004e-05
553	5.625467747e-05
554	5.620931586e-05
555	5.609024316e-05
556	5.598798394e-05
557	5.592447395e-05
558	5.580086261e-05
559	5.575402329e-05
560	5.565498024e-05
561	5.558582644e-05
562	5.55389747e-05
563	5.523733795e-05
564	5.51965336e-05
565	5.5136395e-05
566	5.504023284e-05
567	5.49847881e-05
568	5.493399998e-05
569	5.475887408e-05
570	5.47106502e-05
571	5.459301174e-05
572	5.453407764e-05
573	5.447655916e-05
574	5.441858123e-05
575	5.437836051e-05
576	5.432390918e-05
577	5.421079695e-05
578	5.415727074e-05
579	5.410407359e-05
580	5.401277294e-05
581	5.383847902e-05
582	5.372573311e-05
583	5.362637341e-05
584	5.351815373e-05
585	5.346072838e-05
586	5.340736359e-05
587	5.335369458e-05
588	5.326405788e-05
589	5.317922682e-05
590	5.308250586e-05
591	5.299308027e-05
592	5.28836064e-05
593	5.278880397e-05
594	5.269539853e-05
595	5.258488158e-05
596	5.250618483e-05
597	5.244147032e-05
598	5.235395705e-05
599	5.229580527e-05
600	5.220081657e-05
601	5.214193215e-05
602	5.209481965e-05
603	5.200520158e-05
604	5.192750444e-05
605	5.184086971e-05
606	5.174117473e-05
607	5.166032662e-05
608	5.157576874e-05
609	5.13632937e-05
610	5.130055981e-05
611	5.119690672e-05
612	5.112490306e-05
613	5.102182738e-05
614	5.09321255e-05
615	5.084386095e-05
616	5.077462954e-05
617	5.073119576e-05
618	5.0654402e-05
619	5.056198686e-05
620	5.050317074e-05
621	5.042908713e-05
622	5.033955599e-05
623	5.02907671e-05
624	5.024639579e-05
625	5.019620371e-05
626	5.009349746e-05
627	5.001849184e-05
628	4.993421026e-05
629	4.984447422e-05
630	4.976232847e-05
631	4.967999334e-05
632	4.959770789e-05
633	4.95025795e-05
634	4.941440498e-05
635	4.934255655e-05
636	4.924805835e-05
637	4.916703949e-05
638	4.909836998e-05
639	4.901624595e-05
640	4.894435406e-05
641	4.885985826e-05
642	4.877686811e-05
643	4.869859976e-05
644	4.862125032e-05
645	4.853506573e-05
646	4.847461668e-05
647	4.838638939e-05
648	4.835085322e-05
649	4.829352101e-05
650	4.819926495e-05
651	4.815758516e-05
652	4.807568155e-05
653	4.804285864e-05
654	4.76642636e-05
655	4.757707939e-05
656	4.748749236e-05
657	4.741720855e-05
658	4.735019679e-05
659	4.730179285e-05
660	4.724532366e-05
661	4.716860751e-05
662	4.710926985e-05
663	4.703490064e-05
664	4.699324258e-05
665	4.690954462e-05
666	4.683235039e-05
667	4.679314792e-05
668	4.673061582e-05
669	4.664296905e-05
670	4.646264017e-05
671	4.638904085e-05
672	4.632818202e-05
673	4.629630595e-05
674	4.622177531e-05
675	4.614661137e-05
676	4.610881209e-05
677	4.607157471e-05
678	4.601103564e-05
679	4.597637181e-05
680	4.589649538e-05
681	4.583185849e-05
682	4.57919358e-05
683	4.571243189e-05
684	4.567730241e-05
685	4.561466786e-05
686	4.556012961e-05
687	4.551749676e-05
688	4.544149774e-05
689	4.538332112e-05
690	4.532547668e-05
691	4.528524044e-05
692	4.521743705e-05
693	4.519190018e-05
694	4.510737956e-05
695	4.504512995e-05
696	4.49672776e-05
697	4.491816585e-05
698	4.483250591e-05
699	4.475042845e-05
700	4.46766708e-05
701	4.459605863e-05
702	4.45830822e-05
703	4.450695589e-05
704	4.447675621e-05
705	4.440156743e-05
706	4.433047026e-05
707	4.424781849e-05
708	4.420250033e-05
709	4.414204198e-05
710	4.411078679e-05
711	4.409409439e-05
712	4.403772764e-05
713	4.39541849e-05
714	4.388882468e-05
715	4.38291207e-05
716	4.377622778e-05
717	4.371895765e-05
718	4.368525309e-05
719	4.362155373e-05
720	4.359004398e-05
721	4.355930413e-05
722	4.350652297e-05
723	4.347582037e-05
724	4.340079303e-05
725	4.337138496e-05
726	4.331509893e-05
727	4.328559774e-05
728	4.321138995e-05
729	4.316071048e-05
730	4.31024159e-05
731	4.30300956e-05
732	4.295557737e-05
733	4.289776087e-05
734	4.282230511e-05
735	4.275607566e-05
736	4.269940468e-05
737	4.266196241e-05
738	4.258109878e-05
739	4.253253341e-05
740	4.247941698e-05
741	4.242874682e-05
742	4.237422099e-05
743	4.234269572e-05
744	4.227859899e-05
745	4.221455504e-05
746	4.215143621e-05
747	4.212034866e-05
748	4.205278431e-05
749	4.202909147e-05
750	4.19635574e-05
751	4.169080717e-05
752	4.165483639e-05
753	4.161883146e-05
754	4.158171204e-05
755	4.155723999e-05
756	4.150235094e-05
757	4.14749328e-05
758	4.141131416e-05
759	4.134979099e-05
760	4.128597677e-05
761	4.125985006e-05
762	4.119764393e-05
763	4.113993918e-05
764	4.11086902e-05
765	4.106050047e-05
766	4.101683075e-05
767	4.097240046e-05
768	4.093928263e-05
769	4.090083453e-05
770	4.084465404e-05
771	4.079841077e-05
772	4.075354586e-05
773	4.072708388e-05
774	4.066570662e-05
775	4.062010907e-05
776	4.055931543e-05
777	4.052631557e-05
778	4.046592551e-05
779	4.043703899e-05
780	4.04169069e-05
781	4.038524814e-05
782	4.032514368e-05
783	4.029295097e-05
784	4.024806432e-05
785	4.020309697e-05
786	4.017342813e-05
787	4.011085878e-05
788	4.005143419e-05
789	4.002745574e-05
790	3.997036877e-05
791	3.990795463e-05
792	3.984651839e-05
793	3.978218262e-05
794	3.973755365e-05
795	3.96761857e-05
796	3.961220384e-05
797	3.958224008e-05
798	3.953045855e-05
799	3.946733351e-05
800	3.94395149e-05
801	3.940408739e-05
802	3.93616346e-05
803	3.932564209e-05
804	3.926623923e-05
805	3.924010632e-05
806	3.919309005e-05
807	3.917098977e-05
808	3.91260162e-05
809	3.886173169e-05
810	3.879022474e-05
811	3.876959905e-05
812	3.872578343e-05
813	3.86754175e-05
814	3.865392568e-05
815	3.860049571e-05
816	3.854396132e-05
817	3.850632347e-05
818	3.8479163e-05
819	3.8479163e-05
820	3.843836486e-05
821	3.840940073e-05
822	3.835919003e-05
823	3.830641819e-05
824	3.830064088e-05
825	3.826441554e-05
826	3.822764382e-05
827	3.817334461e-05
828	3.817317697e-05
829	3.813230743e-05
830	3.808508938e-05
831	3.803246655e-05
832	3.799242278e-05
833	3.792777658e-05
834	3.791017768e-05
835	3.789285198e-05
836	3.785182101e-05
837	3.785048301e-05
838	3.779234365e-05
839	3.772258759e-05
840	3.77031602e-05
841	3.765843809e-05
842	3.760529061e-05
843	3.755770313e-05
844	3.750276441e-05
845	3.740230886e-05
846	3.735387077e-05
847	3.731324648e-05
848	3.726174434e-05
849	3.723237664e-05
850	3.721296166e-05
851	3.716429075e-05
852	3.714368989e-05
853	3.711907504e-05
854	3.709527043e-05
855	3.706795474e-05
856	3.703309533e-05
857	3.699450133e-05
858	3.697668823e-05
859	3.696756437e-05
860	3.691593185e-05
861	3.686276264e-05
862	3.680831132e-05
863	3.67771772e-05
864	3.671914029e-05
865	3.667248413e-05
866	3.665025656e-05
867	3.661598389e-05
868	3.654357977e-05
869	3.653625026e-05
870	3.649206832e-05
871	3.647884354e-05
872	3.642305732e-05
873	3.638583235e-05
874	3.632687653e-05
875	3.630979608e-05
876	3.626907244e-05
877	3.625575763e-05
878	3.620314722e-05
879	3.615892492e-05
880	3.611595059e-05
881	3.602677335e-05
882	3.597619943e-05
883	3.594414021e-05
884	3.589347936e-05
885	3.585216279e-05
886	3.580546627e-05
887	3.577254713e-05
888	3.572080284e-05
889	3.56684532e-05
890	3.557654719e-05
891	3.552801597e-05
892	3.552274158e-05
893	3.549482673e-05
894	3.547376022e-05
895	3.543447082e-05
896	3.539570607e-05
897	3.537939241e-05
898	3.536039032e-05
899	3.53518563e-05
900	3.531436125e-05
901	3.527043387e-05
902	3.52200369e-05
903	3.51938357e-05
904	3.514161333e-05
905	3.512302724e-05
906	3.508505101e-05
907	3.506512692e-05
908	3.503693889e-05
909	3.494828629e-05
910	3.494978882e-05
911	3.491510327e-05
912	3.490570933e-05
913	3.485986342e-05
914	3.482869205e-05
915	3.478585122e-05
916	3.478094935e-05
917	3.476021811e-05
918	3.471784294e-05
919	3.469229986e-05
920	3.467406767e-05
921	3.462173045e-05
922	3.459697589e-05
923	3.454610084e-05
924	3.453805422e-05
925	3.449301856e-05
926	3.448266846e-05
927	3.443123773e-05
928	3.438642249e-05
929	3.436054414e-05
930	3.435405592e-05
931	3.43514358e-05
932	3.431979567e-05
933	3.429949284e-05
934	3.426210023e-05
935	3.421920973e-05
936	3.41982767e-05
937	3.415718054e-05
938	3.411936574e-05
939	3.409569773e-05
940	3.407442942e-05
941	3.405304626e-05
942	3.403628866e-05
943	3.399968147e-05
944	3.395648363e-05
945	3.392433127e-05
946	3.390150145e-05
947	3.388121103e-05
948	3.385751819e-05
949	3.381532306e-05
950	3.377230838e-05
951	3.372468054e-05
952	3.36842984e-05
953	3.365151584e-05
954	3.36302227e-05
955	3.361073943e-05
956	3.356716285e-05
957	3.354732258e-05
958	3.352067433e-05
959	3.349440172e-05
960	3.347141358e-05
961	3.345596294e-05
962	3.339950616e-05
963	3.335279723e-05
964	3.333671639e-05
965	3.330456403e-05
966	3.328126545e-05
967	3.324190776e-05
968	3.320758541e-05
969	3.31654679e-05
3.333488479e-05
5
969	2.112086862e-05
-05
968	1.865097322e-05
969	1.865097322e-05
